Zeit (s) Messreihe_Kern1_5_100_R;Spannung, Ch A (V) Messreihe_Kern1_5_100_R;Spannung, Ch B (V) Messreihe_Kern1_5_100_R;Zeit (s) Messreihe_Kern1_6_100_R;Spannung, Ch A (V) Messreihe_Kern1_6_100_R;Spannung, Ch B (V) Messreihe_Kern1_6_100_R;Zeit (s) Messreihe_Kern1_7_100_R_80;Spannung, Ch A (V) Messreihe_Kern1_7_100_R_80;Spannung, Ch B (V) Messreihe_Kern1_7_100_R_80;Zeit (s) Messreihe_Kern2_8_100_R;Spannung, Ch A (V) Messreihe_Kern2_8_100_R;Spannung, Ch B (V) Messreihe_Kern2_8_100_R;Zeit (s) Messreihe_Kern3_9_100;Spannung, Ch A (V) Messreihe_Kern3_9_100;Spannung, Ch B (V) Messreihe_Kern3_9_100;Zeit (s) Messreihe_Kern3_10_100;Spannung, Ch A (V) Messreihe_Kern3_10_100;Spannung, Ch B (V) Messreihe_Kern3_10_100;Zeit (s) Messreihe_Kern3_11_100;Spannung, Ch A (V) Messreihe_Kern3_11_100;Spannung, Ch B (V) Messreihe_Kern3_11_100;Zeit (s) Messreihe_Kern3_12_100_schleife_Muell;Spannung, Ch A (V) Messreihe_Kern3_12_100_schleife_Muell;Spannung, Ch B (V) Messreihe_Kern3_12_100_schleife_Muell;Zeit (s) Messreihe_Kern3_13_100_schleife;Spannung, Ch A (V) Messreihe_Kern3_13_100_schleife;Spannung, Ch B (V) Messreihe_Kern3_13_100_schleife;Zeit (s) Messreihe_Kern3_14_100_spirale_Muell;Spannung, Ch A (V) Messreihe_Kern3_14_100_spirale_Muell;Spannung, Ch B (V) Messreihe_Kern3_14_100_spirale_Muell;Zeit (s) Messreihe_Kern3_15_100_spirale;Spannung, Ch A (V) Messreihe_Kern3_15_100_spirale;Spannung, Ch B (V) Messreihe_Kern3_15_100_spirale;Zeit (s) Messreihe_Kern4_16_100_R_Muell;Spannung, Ch A (V) Messreihe_Kern4_16_100_R_Muell;Spannung, Ch B (V) Messreihe_Kern4_16_100_R_Muell;Zeit (s) Messreihe_Kern4_17_2_R;Spannung, Ch A (V) Messreihe_Kern4_17_2_R;Spannung, Ch B (V) Messreihe_Kern4_17_2_R;Zeit (s) Messreihe_Kern4_18_2_R;Spannung, Ch A (V) Messreihe_Kern4_18_2_R;Spannung, Ch B (V) Messreihe_Kern4_18_2_R
17,000;-7,182;-1,009;17,000;5,537;-0,029;17,000;-0,233;0,308;17,000;-5,937;-0,868;17,000;0,024;0,276;17,000;0,144;0,176;17,000;0,129;0,184;17,000;0,207;0,139;17,000;0,240;0,157;17,000;0,003;0,303;17,000;0,002;0,308;17,000;-1,899;0,006;17,000;2,741;0,072;17,000;1,394;0,040
17,025;-7,231;-1,009;17,025;5,537;-0,028;17,025;-0,238;0,313;17,025;-5,936;-0,869;17,025;0,023;0,277;17,025;0,143;0,176;17,025;0,127;0,187;17,025;0,206;0,141;17,025;0,241;0,156;17,025;0,004;0,305;17,025;0,001;0,309;17,025;-1,865;0,006;17,025;2,823;0,073;17,025;1,394;0,042
17,050;-7,276;-1,009;17,050;5,538;-0,028;17,050;-0,241;0,318;17,050;-5,946;-0,867;17,050;0,022;0,280;17,050;0,142;0,178;17,050;0,126;0,188;17,050;0,204;0,142;17,050;0,242;0,155;17,050;0,003;0,305;17,050;0,002;0,310;17,050;-1,824;0,005;17,050;2,899;0,072;17,050;1,394;0,043
17,075;-7,304;-1,009;17,075;5,537;-0,029;17,075;-0,242;0,322;17,075;-5,965;-0,867;17,075;0,021;0,282;17,075;0,140;0,179;17,075;0,124;0,188;17,075;0,202;0,142;17,075;0,243;0,156;17,075;0,003;0,305;17,075;0,002;0,309;17,075;-1,804;0,006;17,075;2,995;0,070;17,075;1,394;0,041
17,100;-7,332;-1,010;17,100;5,537;-0,029;17,100;-0,244;0,326;17,100;-5,971;-0,868;17,100;0,020;0,282;17,100;0,137;0,180;17,100;0,121;0,190;17,100;0,201;0,143;17,100;0,245;0,156;17,100;0,004;0,304;17,100;9,882E-4;0,308;17,100;-1,798;0,007;17,100;3,131;0,071;17,100;1,394;0,041
17,125;-7,348;-1,011;17,125;5,537;-0,028;17,125;-0,244;0,332;17,125;-5,970;-0,868;17,125;0,019;0,283;17,125;0,136;0,180;17,125;0,117;0,193;17,125;0,198;0,145;17,125;0,245;0,154;17,125;0,003;0,305;17,125;3,168E-4;0,309;17,125;-1,796;0,005;17,125;3,313;0,072;17,125;1,391;0,042
17,150;-7,348;-1,010;17,150;5,537;-0,028;17,150;-0,245;0,338;17,150;-5,980;-0,867;17,150;0,018;0,285;17,150;0,135;0,181;17,150;0,114;0,194;17,150;0,197;0,146;17,150;0,247;0,154;17,150;0,003;0,306;17,150;2,557E-4;0,311;17,150;-1,797;0,005;17,150;3,444;0,070;17,150;1,390;0,043
17,175;-7,345;-1,010;17,175;5,537;-0,029;17,175;-0,247;0,342;17,175;-5,996;-0,867;17,175;0,017;0,287;17,175;0,134;0,184;17,175;0,111;0,196;17,175;0,195;0,145;17,175;0,247;0,154;17,175;0,003;0,305;17,175;-5,817E-4;0,310;17,175;-1,797;0,006;17,175;3,517;0,069;17,175;1,395;0,042
17,200;-7,347;-1,011;17,200;5,537;-0,029;17,200;-0,248;0,347;17,200;-6,025;-0,868;17,200;0,016;0,287;17,200;0,132;0,184;17,200;0,109;0,199;17,200;0,195;0,146;17,200;0,249;0,154;17,200;0,003;0,305;17,200;-6,989E-4;0,310;17,200;-1,797;0,006;17,200;3,556;0,069;17,200;1,472;0,041
17,225;-7,346;-1,011;17,225;5,537;-0,028;17,225;-0,249;0,353;17,225;-6,037;-0,868;17,225;0,016;0,287;17,225;0,131;0,184;17,225;0,106;0,201;17,225;0,194;0,148;17,225;0,250;0,152;17,225;0,003;0,305;17,225;-0,002;0,311;17,225;-1,796;0,006;17,225;3,562;0,070;17,225;1,526;0,042
17,250;-7,339;-1,010;17,250;5,535;-0,028;17,250;-0,251;0,359;17,250;-6,047;-0,867;17,250;0,015;0,289;17,250;0,130;0,185;17,250;0,104;0,203;17,250;0,192;0,148;17,250;0,250;0,152;17,250;0,003;0,307;17,250;-0,003;0,313;17,250;-1,797;0,005;17,250;3,562;0,070;17,250;1,558;0,042
17,275;-7,339;-1,010;17,275;5,516;-0,029;17,275;-0,252;0,364;17,275;-6,066;-0,867;17,275;0,015;0,291;17,275;0,128;0,187;17,275;0,101;0,203;17,275;0,192;0,148;17,275;0,251;0,153;17,275;0,003;0,306;17,275;-0,004;0,314;17,275;-1,797;0,006;17,275;3,558;0,068;17,275;1,588;0,041
17,300;-7,338;-1,011;17,300;5,483;-0,029;17,300;-0,252;0,370;17,300;-6,091;-0,868;17,300;0,014;0,291;17,300;0,127;0,188;17,300;0,099;0,206;17,300;0,191;0,147;17,300;0,252;0,153;17,300;0,003;0,305;17,300;-0,005;0,314;17,300;-1,797;0,006;17,300;3,558;0,069;17,300;1,646;0,040
17,325;-7,338;-1,011;17,325;5,453;-0,029;17,325;-0,254;0,377;17,325;-6,115;-0,868;17,325;0,013;0,291;17,325;0,126;0,188;17,325;0,097;0,208;17,325;0,190;0,149;17,325;0,253;0,152;17,325;0,003;0,306;17,325;-0,006;0,317;17,325;-1,798;0,005;17,325;3,558;0,070;17,325;1,717;0,041
17,350;-7,339;-1,010;17,350;5,443;-0,029;17,350;-0,257;0,384;17,350;-6,141;-0,867;17,350;0,012;0,292;17,350;0,124;0,188;17,350;0,095;0,209;17,350;0,190;0,151;17,350;0,253;0,151;17,350;0,004;0,307;17,350;-0,007;0,319;17,350;-1,798;0,005;17,350;3,558;0,070;17,350;1,771;0,041
17,375;-7,338;-1,010;17,375;5,440;-0,030;17,375;-0,259;0,391;17,375;-6,159;-0,867;17,375;0,012;0,294;17,375;0,123;0,191;17,375;0,093;0,210;17,375;0,189;0,150;17,375;0,254;0,152;17,375;0,003;0,306;17,375;-0,008;0,319;17,375;-1,799;0,006;17,375;3,558;0,069;17,375;1,832;0,040
17,400;-7,338;-1,011;17,400;5,425;-0,031;17,400;-0,260;0,398;17,400;-6,194;-0,868;17,400;0,011;0,294;17,400;0,121;0,191;17,400;0,091;0,213;17,400;0,188;0,150;17,400;0,255;0,152;17,400;0,002;0,306;17,400;-0,009;0,320;17,400;-1,799;0,007;17,400;3,558;0,069;17,400;1,908;0,039
17,425;-7,338;-1,011;17,425;5,393;-0,030;17,425;-0,262;0,407;17,425;-6,255;-0,869;17,425;0,011;0,294;17,425;0,120;0,191;17,425;0,089;0,215;17,425;0,187;0,151;17,425;0,255;0,150;17,425;0,002;0,306;17,425;-0,009;0,323;17,425;-1,799;0,006;17,425;3,558;0,071;17,425;1,945;0,041
17,450;-7,338;-1,010;17,450;5,370;-0,030;17,450;-0,264;0,415;17,450;-6,304;-0,868;17,450;0,010;0,295;17,450;0,119;0,192;17,450;0,087;0,217;17,450;0,186;0,153;17,450;0,256;0,149;17,450;0,002;0,308;17,450;-0,011;0,324;17,450;-1,792;0,005;17,450;3,558;0,070;17,450;2,022;0,041
17,475;-7,370;-1,010;17,475;5,351;-0,031;17,475;-0,266;0,423;17,475;-6,336;-0,867;17,475;0,010;0,297;17,475;0,118;0,195;17,475;0,084;0,217;17,475;0,184;0,152;17,475;0,256;0,151;17,475;0,002;0,307;17,475;-0,011;0,325;17,475;-1,715;0,006;17,475;3,559;0,069;17,475;2,110;0,040
17,500;-7,479;-1,012;17,500;5,316;-0,032;17,500;-0,269;0,431;17,500;-6,365;-0,868;17,500;0,010;0,297;17,500;0,116;0,195;17,500;0,081;0,220;17,500;0,183;0,152;17,500;0,256;0,151;17,500;0,002;0,306;17,500;-0,012;0,326;17,500;-1,659;0,007;17,500;3,562;0,069;17,500;2,179;0,038
17,525;-7,562;-1,013;17,525;5,286;-0,031;17,525;-0,273;0,442;17,525;-6,406;-0,869;17,525;0,009;0,297;17,525;0,114;0,195;17,525;0,079;0,222;17,525;0,181;0,154;17,525;0,257;0,149;17,525;0,002;0,307;17,525;-0,013;0,328;17,525;-1,603;0,006;17,525;3,567;0,071;17,525;2,272;0,040
17,550;-7,611;-1,012;17,550;5,264;-0,031;17,550;-0,276;0,453;17,550;-6,430;-0,868;17,550;0,009;0,299;17,550;0,113;0,196;17,550;0,077;0,223;17,550;0,179;0,156;17,550;0,257;0,149;17,550;0,002;0,308;17,550;-0,014;0,331;17,550;-1,529;0,005;17,550;3,578;0,070;17,550;2,371;0,040
17,575;-7,659;-1,013;17,575;5,242;-0,032;17,575;-0,280;0,463;17,575;-6,438;-0,867;17,575;0,009;0,300;17,575;0,111;0,199;17,575;0,075;0,224;17,575;0,177;0,155;17,575;0,257;0,150;17,575;0,002;0,308;17,575;-0,015;0,331;17,575;-1,424;0,006;17,575;3,641;0,069;17,575;2,417;0,038
17,600;-7,707;-1,014;17,600;5,227;-0,032;17,600;-0,285;0,474;17,600;-6,437;-0,867;17,600;0,008;0,299;17,600;0,109;0,200;17,600;0,073;0,227;17,600;0,175;0,156;17,600;0,258;0,150;17,600;0,002;0,307;17,600;-0,016;0,332;17,600;-1,336;0,007;17,600;3,701;0,069;17,600;2,466;0,038
17,625;-7,759;-1,014;17,625;5,210;-0,032;17,625;-0,290;0,487;17,625;-6,438;-0,869;17,625;0,008;0,299;17,625;0,107;0,201;17,625;0,071;0,229;17,625;0,173;0,158;17,625;0,259;0,149;17,625;0,002;0,308;17,625;-0,018;0,335;17,625;-1,270;0,005;17,625;3,751;0,070;17,625;2,495;0,039
17,650;-7,808;-1,014;17,650;5,192;-0,032;17,650;-0,294;0,499;17,650;-6,438;-0,868;17,650;0,008;0,300;17,650;0,104;0,202;17,650;0,069;0,230;17,650;0,171;0,160;17,650;0,260;0,148;17,650;3,632E-4;0,308;17,650;-0,019;0,338;17,650;-1,192;0,005;17,650;3,803;0,070;17,650;2,517;0,039
17,675;-7,851;-1,014;17,675;5,185;-0,032;17,675;-0,298;0,511;17,675;-6,437;-0,867;17,675;0,008;0,302;17,675;0,102;0,204;17,675;0,067;0,231;17,675;0,170;0,160;17,675;0,262;0,149;17,675;2,704E-4;0,309;17,675;-0,019;0,340;17,675;-1,080;0,006;17,675;3,884;0,068;17,675;2,542;0,038
17,700;-7,890;-1,016;17,700;5,183;-0,033;17,700;-0,302;0,522;17,700;-6,437;-0,868;17,700;0,007;0,301;17,700;0,100;0,206;17,700;0,065;0,234;17,700;0,168;0,161;17,700;0,264;0,149;17,700;-5,573E-4;0,308;17,700;-0,020;0,341;17,700;-0,911;0,007;17,700;3,976;0,068;17,700;2,624;0,038
17,725;-7,936;-1,016;17,725;5,168;-0,032;17,725;-0,306;0,535;17,725;-6,437;-0,869;17,725;0,007;0,301;17,725;0,099;0,206;17,725;0,064;0,236;17,725;0,167;0,163;17,725;0,265;0,147;17,725;-0,001;0,310;17,725;-0,022;0,343;17,725;-0,764;0,005;17,725;4,076;0,069;17,725;2,800;0,038
17,750;-7,992;-1,016;17,750;5,157;-0,032;17,750;-0,311;0,547;17,750;-6,437;-0,868;17,750;0,007;0,302;17,750;0,097;0,208;17,750;0,063;0,237;17,750;0,165;0,164;17,750;0,266;0,146;17,750;-0,002;0,311;17,750;-0,022;0,346;17,750;-0,655;0,005;17,750;4,169;0,068;17,750;2,927;0,038
17,775;-8,031;-1,016;17,775;5,154;-0,033;17,775;-0,317;0,557;17,775;-6,438;-0,867;17,775;0,006;0,303;17,775;0,095;0,210;17,775;0,061;0,237;17,775;0,164;0,164;17,775;0,268;0,147;17,775;-0,003;0,312;17,775;-0,023;0,347;17,775;-0,590;0,006;17,775;4,216;0,067;17,775;3,046;0,036
17,800;-8,040;-1,017;17,800;5,145;-0,034;17,800;-0,324;0,568;17,800;-6,437;-0,868;17,800;0,006;0,303;17,800;0,093;0,212;17,800;0,060;0,240;17,800;0,164;0,164;17,800;0,268;0,147;17,800;-0,004;0,312;17,800;-0,024;0,349;17,800;-0,540;0,007;17,800;4,254;0,067;17,800;3,143;0,036
17,825;-8,041;-1,017;17,825;5,128;-0,033;17,825;-0,331;0,579;17,825;-6,437;-0,868;17,825;0,006;0,302;17,825;0,092;0,212;17,825;0,058;0,241;17,825;0,162;0,165;17,825;0,269;0,145;17,825;-0,005;0,314;17,825;-0,025;0,352;17,825;-0,527;0,006;17,825;4,317;0,069;17,825;3,190;0,037
17,850;-8,042;-1,016;17,850;5,111;-0,033;17,850;-0,340;0,590;17,850;-6,436;-0,867;17,850;0,006;0,303;17,850;0,090;0,213;17,850;0,057;0,242;17,850;0,161;0,167;17,850;0,270;0,144;17,850;-0,006;0,317;17,850;-0,027;0,355;17,850;-0,527;0,005;17,850;4,396;0,068;17,850;3,236;0,037
17,875;-8,041;-1,016;17,875;5,099;-0,034;17,875;-0,350;0,600;17,875;-6,437;-0,867;17,875;0,006;0,304;17,875;0,089;0,216;17,875;0,056;0,243;17,875;0,161;0,166;17,875;0,270;0,145;17,875;-0,007;0,317;17,875;-0,028;0,357;17,875;-0,527;0,006;17,875;4,475;0,066;17,875;3,281;0,036
17,900;-8,041;-1,017;17,900;5,089;-0,034;17,900;-0,361;0,609;17,900;-6,438;-0,868;17,900;0,006;0,304;17,900;0,088;0,217;17,900;0,054;0,244;17,900;0,159;0,166;17,900;0,271;0,145;17,900;-0,008;0,318;17,900;-0,029;0,360;17,900;-0,527;0,007;17,900;4,584;0,066;17,900;3,316;0,035
17,925;-8,032;-1,017;17,925;5,074;-0,033;17,925;-0,373;0,620;17,925;-6,437;-0,869;17,925;0,005;0,303;17,925;0,087;0,217;17,925;0,052;0,247;17,925;0,158;0,169;17,925;0,271;0,143;17,925;-0,009;0,320;17,925;-0,030;0,364;17,925;-0,527;0,005;17,925;4,742;0,067;17,925;3,343;0,036
17,950;-8,025;-1,016;17,950;5,061;-0,033;17,950;-0,385;0,630;17,950;-6,437;-0,868;17,950;0,005;0,304;17,950;0,086;0,217;17,950;0,051;0,247;17,950;0,157;0,169;17,950;0,272;0,143;17,950;-0,011;0,323;17,950;-0,031;0,368;17,950;-0,527;0,005;17,950;4,849;0,066;17,950;3,360;0,037
17,975;-8,025;-1,016;17,975;5,047;-0,034;17,975;-0,400;0,638;17,975;-6,438;-0,867;17,975;0,005;0,306;17,975;0,085;0,219;17,975;0,050;0,248;17,975;0,155;0,169;17,975;0,272;0,144;17,975;-0,011;0,324;17,975;-0,032;0,371;17,975;-0,527;0,006;17,975;4,931;0,065;17,975;3,382;0,036
18,000;-8,024;-1,017;18,000;5,036;-0,034;18,000;-0,416;0,648;18,000;-6,450;-0,868;18,000;0,005;0,305;18,000;0,084;0,220;18,000;0,048;0,250;18,000;0,154;0,169;18,000;0,272;0,145;18,000;-0,013;0,324;18,000;-0,033;0,373;18,000;-0,527;0,006;18,000;5,006;0,065;18,000;3,400;0,035
18,025;-8,025;-1,017;18,025;5,019;-0,034;18,025;-0,432;0,659;18,025;-6,493;-0,869;18,025;0,005;0,305;18,025;0,083;0,220;18,025;0,047;0,252;18,025;0,152;0,171;18,025;0,272;0,143;18,025;-0,013;0,327;18,025;-0,034;0,378;18,025;-0,527;0,006;18,025;5,110;0,066;18,025;3,627;0,036
18,050;-8,024;-1,016;18,050;5,003;-0,034;18,050;-0,451;0,670;18,050;-6,549;-0,867;18,050;0,004;0,305;18,050;0,083;0,220;18,050;0,045;0,253;18,050;0,151;0,173;18,050;0,273;0,143;18,050;-0,014;0,329;18,050;-0,035;0,382;18,050;-0,528;0,005;18,050;5,181;0,065;18,050;3,746;0,035
18,075;-8,029;-1,016;18,075;4,989;-0,035;18,075;-0,472;0,680;18,075;-6,597;-0,867;18,075;0,003;0,308;18,075;0,082;0,222;18,075;0,044;0,253;18,075;0,149;0,173;18,075;0,273;0,144;18,075;-0,015;0,331;18,075;-0,036;0,386;18,075;-0,530;0,006;18,075;5,229;0,064;18,075;3,804;0,034
18,100;-8,032;-1,016;18,100;4,978;-0,035;18,100;-0,495;0,691;18,100;-6,617;-0,868;18,100;0,002;0,308;18,100;0,081;0,223;18,100;0,042;0,256;18,100;0,148;0,174;18,100;0,273;0,144;18,100;-0,016;0,331;18,100;-0,038;0,389;18,100;-0,506;0,007;18,100;5,231;0,064;18,100;3,883;0,033
18,125;-8,037;-1,017;18,125;4,956;-0,034;18,125;-0,519;0,702;18,125;-6,629;-0,868;18,125;0,002;0,307;18,125;0,079;0,223;18,125;0,040;0,258;18,125;0,146;0,175;18,125;0,273;0,143;18,125;-0,017;0,334;18,125;-0,039;0,395;18,125;-0,425;0,006;18,125;5,231;0,066;18,125;3,895;0,035
18,150;-8,060;-1,016;18,150;4,939;-0,034;18,150;-0,544;0,713;18,150;-6,661;-0,868;18,150;0,002;0,308;18,150;0,078;0,224;18,150;0,039;0,259;18,150;0,144;0,177;18,150;0,274;0,143;18,150;-0,018;0,337;18,150;-0,039;0,400;18,150;-0,321;0,004;18,150;5,231;0,065;18,150;3,895;0,035
18,175;-8,131;-1,017;18,175;4,930;-0,035;18,175;-0,568;0,721;18,175;-6,691;-0,867;18,175;0,002;0,310;18,175;0,077;0,226;18,175;0,037;0,259;18,175;0,143;0,177;18,175;0,273;0,144;18,175;-0,019;0,338;18,175;-0,041;0,404;18,175;-0,202;0,005;18,175;5,231;0,064;18,175;3,895;0,034
18,200;-8,220;-1,018;18,200;4,918;-0,036;18,200;-0,595;0,730;18,200;-6,704;-0,868;18,200;0,002;0,309;18,200;0,075;0,227;18,200;0,037;0,262;18,200;0,141;0,177;18,200;0,273;0,144;18,200;-0,020;0,338;18,200;-0,042;0,408;18,200;-0,113;0,007;18,200;5,231;0,064;18,200;3,895;0,033
18,225;-8,318;-1,019;18,225;4,902;-0,035;18,225;-0,622;0,740;18,225;-6,719;-0,868;18,225;0,002;0,309;18,225;0,074;0,227;18,225;0,035;0,264;18,225;0,140;0,179;18,225;0,273;0,143;18,225;-0,021;0,341;18,225;-0,044;0,413;18,225;-0,051;0,006;18,225;5,231;0,065;18,225;3,895;0,035
18,250;-8,404;-1,019;18,250;4,884;-0,035;18,250;-0,650;0,748;18,250;-6,739;-0,868;18,250;0,002;0,310;18,250;0,072;0,228;18,250;0,034;0,264;18,250;0,138;0,181;18,250;0,274;0,143;18,250;-0,022;0,344;18,250;-0,045;0,420;18,250;-0,008;0,005;18,250;5,230;0,065;18,250;3,895;0,035
18,275;-8,511;-1,020;18,275;4,876;-0,036;18,275;-0,676;0,754;18,275;-6,766;-0,867;18,275;0,002;0,310;18,275;0,071;0,231;18,275;0,033;0,264;18,275;0,136;0,181;18,275;0,273;0,144;18,275;-0,022;0,346;18,275;-0,045;0,424;18,275;0,004;0,006;18,275;5,231;0,064;18,275;3,897;0,034
18,300;-8,626;-1,022;18,300;4,863;-0,037;18,300;-0,702;0,761;18,300;-6,788;-0,868;18,300;0,002;0,310;18,300;0,070;0,232;18,300;0,033;0,267;18,300;0,134;0,181;18,300;0,274;0,144;18,300;-0,023;0,346;18,300;-0,046;0,427;18,300;0,004;0,006;18,300;5,233;0,064;18,300;3,916;0,034
18,325;-8,704;-1,022;18,325;4,839;-0,036;18,325;-0,730;0,767;18,325;-6,808;-0,868;18,325;0,002;0,309;18,325;0,069;0,232;18,325;0,031;0,269;18,325;0,134;0,184;18,325;0,273;0,143;18,325;-0,024;0,349;18,325;-0,047;0,433;18,325;0,004;0,006;18,325;5,236;0,066;18,325;3,921;0,035
18,350;-8,770;-1,022;18,350;4,821;-0,036;18,350;-0,755;0,774;18,350;-6,833;-0,868;18,350;0,002;0,310;18,350;0,067;0,233;18,350;0,031;0,269;18,350;0,132;0,186;18,350;0,274;0,143;18,350;-0,025;0,351;18,350;-0,049;0,438;18,350;0,004;0,005;18,350;5,240;0,066;18,350;3,920;0,035
18,375;-8,824;-1,022;18,375;4,814;-0,036;18,375;-0,777;0,778;18,375;-6,854;-0,867;18,375;0,002;0,311;18,375;0,066;0,235;18,375;0,029;0,269;18,375;0,131;0,185;18,375;0,273;0,143;18,375;-0,025;0,353;18,375;-0,049;0,443;18,375;0,004;0,005;18,375;5,265;0,064;18,375;3,920;0,034
18,400;-8,857;-1,024;18,400;4,802;-0,037;18,400;-0,798;0,782;18,400;-6,868;-0,868;18,400;0,002;0,310;18,400;0,065;0,236;18,400;0,028;0,271;18,400;0,129;0,185;18,400;0,273;0,144;18,400;-0,026;0,354;18,400;-0,050;0,447;18,400;0,004;0,006;18,400;5,346;0,064;18,400;3,920;0,034
18,425;-8,864;-1,023;18,425;4,783;-0,037;18,425;-0,818;0,787;18,425;-6,878;-0,869;18,425;0,002;0,309;18,425;0,063;0,236;18,425;0,027;0,273;18,425;0,129;0,187;18,425;0,274;0,143;18,425;-0,027;0,356;18,425;-0,051;0,452;18,425;0,004;0,006;18,425;5,453;0,065;18,425;3,920;0,034
18,450;-8,867;-1,023;18,450;4,762;-0,037;18,450;-0,836;0,790;18,450;-6,883;-0,867;18,450;0,002;0,310;18,450;0,062;0,237;18,450;0,025;0,274;18,450;0,127;0,188;18,450;0,274;0,143;18,450;-0,027;0,359;18,450;-0,052;0,457;18,450;0,004;0,005;18,450;5,541;0,064;18,450;3,920;0,035
18,475;-8,870;-1,023;18,475;4,739;-0,038;18,475;-0,851;0,793;18,475;-6,889;-0,867;18,475;0,002;0,311;18,475;0,061;0,240;18,475;0,024;0,274;18,475;0,127;0,188;18,475;0,275;0,144;18,475;-0,028;0,360;18,475;-0,052;0,461;18,475;0,004;0,005;18,475;5,641;0,063;18,475;3,932;0,034
18,500;-8,869;-1,023;18,500;4,719;-0,038;18,500;-0,865;0,794;18,500;-6,892;-0,869;18,500;0,002;0,310;18,500;0,059;0,241;18,500;0,023;0,277;18,500;0,126;0,189;18,500;0,276;0,144;18,500;-0,028;0,361;18,500;-0,054;0,464;18,500;0,004;0,007;18,500;5,709;0,063;18,500;3,941;0,033
18,525;-8,869;-1,024;18,525;4,711;-0,037;18,525;-0,878;0,797;18,525;-6,895;-0,869;18,525;0,002;0,309;18,525;0,058;0,241;18,525;0,022;0,279;18,525;0,125;0,190;18,525;0,277;0,142;18,525;-0,029;0,364;18,525;-0,055;0,469;18,525;0,004;0,006;18,525;5,818;0,064;18,525;3,952;0,035
18,550;-8,869;-1,023;18,550;4,709;-0,037;18,550;-0,891;0,800;18,550;-6,895;-0,867;18,550;0,001;0,310;18,550;0,056;0,242;18,550;0,021;0,279;18,550;0,123;0,191;18,550;0,277;0,141;18,550;-0,029;0,367;18,550;-0,056;0,475;18,550;0,004;0,005;18,550;5,926;0,064;18,550;3,976;0,035
18,575;-8,869;-1,022;18,575;4,710;-0,038;18,575;-0,902;0,801;18,575;-6,898;-0,867;18,575;0,001;0,311;18,575;0,055;0,245;18,575;0,020;0,279;18,575;0,123;0,191;18,575;0,279;0,142;18,575;-0,030;0,368;18,575;-0,057;0,479;18,575;0,004;0,005;18,575;6,030;0,062;18,575;4,015;0,034
18,600;-8,867;-1,023;18,600;4,714;-0,038;18,600;-0,911;0,802;18,600;-6,898;-0,868;18,600;0,001;0,311;18,600;0,054;0,246;18,600;0,018;0,281;18,600;0,121;0,191;18,600;0,280;0,142;18,600;-0,030;0,368;18,600;-0,059;0,483;18,600;0,004;0,007;18,600;6,109;0,061;18,600;4,058;0,033
18,625;-8,861;-1,023;18,625;4,713;-0,037;18,625;-0,921;0,804;18,625;-6,899;-0,868;18,625;0,001;0,310;18,625;0,052;0,246;18,625;0,018;0,284;18,625;0,120;0,193;18,625;0,281;0,141;18,625;-0,031;0,371;18,625;-0,060;0,489;18,625;0,004;0,006;18,625;6,165;0,063;18,625;4,079;0,034
18,650;-8,860;-1,023;18,650;4,714;-0,037;18,650;-0,930;0,806;18,650;-6,899;-0,868;18,650;5,341E-4;0,311;18,650;0,051;0,247;18,650;0,017;0,284;18,650;0,119;0,194;18,650;0,282;0,140;18,650;-0,031;0,374;18,650;-0,061;0,495;18,650;0,004;0,005;18,650;6,205;0,063;18,650;4,086;0,035
18,675;-8,868;-1,022;18,675;4,714;-0,038;18,675;-0,939;0,806;18,675;-6,900;-0,867;18,675;-1,422E-4;0,312;18,675;0,050;0,250;18,675;0,016;0,284;18,675;0,118;0,194;18,675;0,283;0,140;18,675;-0,032;0,375;18,675;-0,062;0,499;18,675;0,004;0,005;18,675;6,233;0,061;18,675;4,091;0,034
18,700;-8,911;-1,023;18,700;4,714;-0,038;18,700;-0,946;0,807;18,700;-6,901;-0,868;18,700;-9,338E-5;0,312;18,700;0,048;0,251;18,700;0,015;0,286;18,700;0,116;0,195;18,700;0,284;0,141;18,700;-0,033;0,376;18,700;-0,063;0,503;18,700;0,001;0,006;18,700;6,252;0,061;18,700;4,111;0,033
18,725;-9,001;-1,025;18,725;4,713;-0,037;18,725;-0,951;0,809;18,725;-6,901;-0,869;18,725;-5,499E-4;0,312;18,725;0,046;0,251;18,725;0,014;0,288;18,725;0,115;0,196;18,725;0,285;0,139;18,725;-0,033;0,379;18,725;-0,065;0,509;18,725;-6,915E-4;0,006;18,725;6,265;0,063;18,725;4,124;0,034
18,750;-9,098;-1,024;18,750;4,714;-0,037;18,750;-0,957;0,810;18,750;-6,900;-0,867;18,750;-0,002;0,314;18,750;0,045;0,253;18,750;0,014;0,288;18,750;0,115;0,198;18,750;0,286;0,138;18,750;-0,034;0,383;18,750;-0,067;0,515;18,750;-6,525E-4;0,005;18,750;6,275;0,062;18,750;4,133;0,035
18,775;-9,192;-1,025;18,775;4,714;-0,038;18,775;-0,964;0,810;18,775;-6,901;-0,867;18,775;-0,003;0,315;18,775;0,043;0,255;18,775;0,013;0,288;18,775;0,114;0,197;18,775;0,287;0,139;18,775;-0,035;0,385;18,775;-0,068;0,519;18,775;-6,891E-4;0,006;18,775;6,282;0,061;18,775;4,150;0,034
